threshold,n_pred_pos,tp,fp,fn,tn,binary_f1,macro_f1
0.8058833490457318,60,45,15,2963,72997,0.029335071707953065,0.5046723689769795
0.8045923581683612,61,46,15,2962,72997,0.029977191267513848,0.5049967180199931
0.8004407889353553,62,47,15,2961,72997,0.03061889250814332,0.5053208579477013
0.798429417886152,63,48,15,2960,72997,0.03126017583848909,0.5056447889644284
0.7970364994079515,64,49,15,2959,72997,0.031901041666666664,0.5059685112742334
0.7968899705051065,65,50,15,2958,72997,0.03254149040026033,0.5062920250809091
0.7953517175425637,66,51,15,2957,72997,0.03318152244632401,0.5066153305879836
0.7949534257245161,67,51,16,2957,72996,0.033170731707317075,0.5066065117604152
0.7926280921502716,68,52,16,2956,72996,0.033810143042912875,0.5069295069555211
0.790086127946575,69,52,17,2956,72995,0.033799155021124475,0.506920589439699
0.7892012061662415,70,53,17,2955,72995,0.03443794671864847,0.5072432748590355
0.7884002520010567,71,54,17,2954,72995,0.035076323481649886,0.5075657528552777
0.7873935323662595,72,55,17,2953,72995,0.03571428571428571,0.5078880236305049
0.7848605862870068,73,56,17,2952,72995,0.03635183382018825,0.508210087386534
0.783950637350016,74,56,18,2952,72994,0.036340038935756006,0.5082007663898291
0.7831057086389343,75,57,18,2951,72994,0.03697697048329549,0.508522521909948
0.7820005747678905,76,57,19,2951,72993,0.03696498054474708,0.5085131033393195
0.7719079330931853,77,57,20,2951,72992,0.036952998379254455,0.5085036886092505
0.7713201602183487,78,58,20,2950,72992,0.037589112119248216,0.5088250352679703
0.7699840741836742,79,59,20,2949,72992,0.038224813735017814,0.5091461759087501
0.7690527738269703,80,60,20,2948,72992,0.038860103626943004,0.5094671107317807
0.7685249879544844,81,60,21,2948,72991,0.038847523470378766,0.5094573969575108
0.7681644511757142,82,61,21,2947,72991,0.039482200647249194,0.5097780254662899
0.7681190790759558,83,62,21,2946,72991,0.040116467162730506,0.5100984486885496
0.7629759645324344,84,62,22,2946,72990,0.040103492884864166,0.5100885378058609
0.7622222006968091,85,63,22,2945,72990,0.040737148399612025,0.510408655571032
0.7601112837657292,86,63,23,2945,72989,0.04072398190045249,0.510398648530826
0.7594527064244819,87,64,23,2944,72989,0.04135702746365105,0.5107184613635016
0.7592508771273017,88,65,23,2943,72989,0.04198966408268734,0.5110380697682746
0.7591866389526136,89,65,24,2943,72988,0.04197610590894414,0.5110278668430066
0.7581810740592362,90,66,24,2942,72988,0.04260813428018076,0.5113471711671613
0.7570970961186201,91,67,24,2941,72988,0.043239754759599874,0.5116662715895878
0.7567622796033209,92,68,24,2940,72988,0.04387096774193548,0.5119851683076536
0.7565626792327118,93,68,25,2940,72987,0.04385682038052241,0.5119746707398822
0.7523849523346045,94,69,25,2939,72987,0.04448742746615087,0.5122932645528797
0.7517189141353207,95,70,25,2938,72987,0.045117628101836935,0.5126116551850892
0.7515761617028438,96,71,25,2937,72987,0.04574742268041237,0.5129298428329279
0.7505995689769434,97,72,25,2936,72987,0.0463768115942029,0.5132478276925592
0.7500788804657135,98,73,25,2935,72987,0.04700579523502898,0.5135656099598943
0.749637004651494,99,73,26,2935,72986,0.046990666237528164,0.5135546215236173
0.749198690746294,100,73,27,2935,72985,0.046975546975546977,0.5135436379091202
0.7488296974273805,101,74,27,2934,72985,0.047603731103248635,0.5138610204622877
0.7485165684001586,102,74,28,2934,72984,0.047588424437299034,0.5138499430989288
0.7482373540234883,103,75,28,2933,72984,0.048216007714561235,0.5141670252701687
0.7481770581377191,104,76,28,2932,72984,0.04884318766066838,0.5144839058200205
0.7467592448577575,105,76,29,2932,72983,0.048827497590748475,0.5144726367069014
0.7460142678285392,106,76,30,2932,72982,0.048811817597944764,0.5144613725863567
0.7456726142066267,107,77,30,2931,72982,0.04943820224719101,0.514777855530176
0.7444590737062179,108,78,30,2930,72982,0.05006418485237484,0.515094137496156
0.7439391998049503,109,78,31,2930,72981,0.05004812319538017,0.5150826824957381
0.7407838750066043,110,79,31,2929,72981,0.05067350865939705,0.5153986659344312
0.7401096203135893,111,79,32,2929,72980,0.05065726194293042,0.5153871183573947
0.7398398037764895,112,79,33,2929,72979,0.05064102564102564,0.5153755759416517
0.7388788789996046,113,79,34,2929,72978,0.0506247997436719,0.5153640386821959
0.7385506448273421,114,79,35,2929,72977,0.05060858424087124,0.5153525065740275
0.7376161044459633,115,79,36,2929,72976,0.05059237912263849,0.515340979612153
0.7369231021564016,116,80,36,2928,72976,0.05121638924455826,0.5156562754195071
0.7362867661088913,117,80,37,2928,72975,0.0512,0.5156446563475808
0.733598917828278,118,81,37,2927,72975,0.05182341650671785,0.5159596553906328
0.7333931848454125,119,81,38,2927,72974,0.05180684362008315,0.5159479444507782
0.7314139711222425,120,81,39,2927,72973,0.05179028132992328,0.5159362387631673
0.7308525368972334,121,81,40,2927,72972,0.05177372962607862,0.5159245383227196
0.7307443379574686,122,82,40,2926,72972,0.0523961661341853,0.5162390474079697
0.7297220892274123,123,82,41,2926,72971,0.05237943149153625,0.5162272554512258
0.7291030862747575,124,83,41,2925,72971,0.05300127713920817,0.5165414691495595
0.7288852799115956,125,83,42,2925,72970,0.052984360038301946,0.5165295859167918
0.7271234350168235,126,84,42,2924,72970,0.053605615826419914,0.5168435047286506
0.725908725466381,127,84,43,2924,72969,0.053588516746411484,0.5168315304594352
0.7239516870739476,128,85,43,2923,72969,0.054209183673469385,0.5171451548840672
0.7237972959144288,129,86,43,2922,72969,0.054829454893210075,0.5174585814992433
0.7234617912166598,130,87,43,2921,72969,0.055449330783938815,0.5177718104941171
0.7232092229560854,131,88,43,2920,72969,0.056068811723478815,0.5180848420576011
0.7230369783039705,132,89,43,2919,72969,0.056687898089171976,0.5183976763783671
0.72089587779812,133,90,43,2918,72969,0.05730659025787966,0.5187103136448467
0.7206312286536538,134,91,43,2917,72969,0.05792488860598345,0.5190227540452313
0.7205061962620005,135,91,44,2917,72968,0.05790645879732739,0.5190101143594084
0.7194491267630704,136,92,44,2916,72968,0.058524173027989825,0.5193222627443839
0.7191572435776308,137,93,44,2915,72968,0.059141494435612084,0.5196342147620486
0.7185673912544008,138,94,44,2914,72968,0.059758423394787034,0.5199459705996998
0.7179296446470822,139,95,44,2913,72968,0.06037496027963139,0.5202575304443968
0.7176157779731126,140,96,44,2912,72968,0.060991105463786534,0.5205688944829612
0.7139922957068364,141,97,44,2911,72968,0.06160685932041918,0.5208800629019771
0.7123615439443378,142,98,44,2910,72968,0.06222222222222222,0.5211910358877919
0.7122978693367544,143,99,44,2909,72968,0.06283719454141543,0.5215018136265164
0.7121876105604457,144,99,45,2909,72967,0.06281725888324872,0.5214884209627677
0.7105135729734355,145,100,45,2908,72967,0.06343165239454487,0.5217989093408646
0.710273036563775,146,101,45,2907,72967,0.06404565630944832,0.5221092029649816
0.70976077162297,147,102,45,2906,72967,0.06465927099841522,0.5224193020203481
0.70854006929226,148,103,45,2905,72967,0.06527249683143219,0.522729206691958
0.707279669057148,149,103,46,2905,72966,0.06525182134938233,0.5227154440666835
0.7070924673965107,150,104,46,2904,72966,0.06586447118429385,0.5230250607825662
0.7017023098714342,151,104,47,2904,72965,0.06584362139917696,0.5230112109588559
0.7006259441868219,152,105,47,2903,72965,0.06645569620253164,0.5233205402022868
0.6996189487934366,153,105,48,2903,72964,0.0664346725719709,0.5233066034089511
0.6989563551285511,154,105,49,2903,72963,0.06641366223908918,0.5232926732184444
0.6987249672550419,155,105,50,2903,72962,0.06639266519127411,0.5232787496244595
0.6987069857927317,156,105,51,2903,72961,0.06637168141592921,0.5232648326206973
0.6986034343151887,157,106,51,2902,72961,0.06698262243285939,0.5235735950115599
0.6978382641194385,158,107,51,2901,72961,0.06759317751105495,0.5238821644772788
0.6978284080294307,159,108,51,2900,72961,0.06820334701610357,0.5241905412006488
0.6959589904139107,160,108,52,2900,72960,0.06818181818181818,0.5241763516187182
0.6955232859683748,161,108,53,2900,72959,0.06816030293467971,0.5241621687843458
0.6945479012613441,162,109,53,2899,72959,0.06876971608832808,0.5244701673744522
0.6945169030628885,163,110,53,2898,72959,0.06937874487543362,0.5247779738255142
0.6939992386854746,164,111,53,2897,72959,0.06998738965952081,0.5250855883192947
0.6928502517614311,165,112,53,2896,72959,0.07059565080365585,0.525393011037328
0.6911164740154246,166,112,54,2896,72958,0.07057340894770006,0.5253784648489525
0.6906879979643209,167,112,55,2896,72957,0.0705511811023622,0.5253639256198674
0.6896780844902749,168,113,55,2895,72957,0.07115869017632241,0.525670972345255
0.6894680674932683,169,114,55,2894,72957,0.07176581680830972,0.525977827893887
0.6885766697637282,170,115,55,2893,72957,0.0723725613593455,0.5262844924462754
0.6882241403626435,171,116,55,2892,72957,0.07297892418999685,0.5265909661827044
0.6880508862349183,172,117,55,2891,72957,0.07358490566037736,0.5268972492832318
0.6878973160142472,173,117,56,2891,72956,0.07356177302734988,0.5268822576098129
0.6878861804480446,174,118,56,2890,72956,0.07416719044626022,0.5271882587279468
0.687784032289532,175,118,57,2890,72955,0.07414388941250392,0.5271731828072482
0.6873003292097394,176,119,57,2889,72955,0.07474874371859297,0.5274789024123141
0.6872679200834427,177,120,57,2888,72955,0.07535321821036106,0.5277844321544567
0.6865915654706033,178,121,57,2887,72955,0.07595731324544884,0.528089772212497
0.6854479533829255,179,122,57,2886,72955,0.07656102918104801,0.5283949227650317
0.6851389648075819,180,123,57,2885,72955,0.07716436637390213,0.5286998839904338
0.6831035910513288,181,123,58,2885,72954,0.07714016933207903,0.5286843600152142
0.6830864678238838,182,124,58,2884,72954,0.07774294670846395,0.5289890413757301
0.6807820015450173,183,125,58,2883,72954,0.07834534628643058,0.5292935338812786
0.6803582038448697,184,126,58,2882,72954,0.07894736842105263,0.5295978377093976
0.6768948753011255,185,127,58,2881,72954,0.07954901346695897,0.5299019530374023
0.6762542585396771,186,128,58,2880,72954,0.08015028177833437,0.5302058800423859
0.6759077109386709,187,128,59,2880,72953,0.08012519561815336,0.5301899114575029
0.6755658480375532,188,129,59,2879,72953,0.08072590738423029,0.5304935602331917
0.6751809107956434,189,130,59,2878,72953,0.08132624335314358,0.5307970211545452
0.6745640692274779,190,130,60,2878,72952,0.08130081300813008,0.5307808804294356
0.672868436742036,191,130,61,2878,72951,0.08127539856205064,0.5307647476077633
0.6727886606712994,192,131,61,2877,72951,0.081875,0.5310678413061005
0.6713541289906638,193,132,61,2876,72951,0.08247422680412371,0.5313707477317738
0.671119674621999,194,133,61,2875,72951,0.08307307932542161,0.531673467060284
0.6709567755598026,195,133,62,2875,72950,0.0830471433031533,0.5316570734018135
0.669944976155394,196,134,62,2874,72950,0.08364544319600499,0.5319595164594607
0.6689838610092851,197,134,63,2874,72949,0.08361934477379095,0.531943041554094
0.6685431352530766,198,135,63,2873,72949,0.0842170929507174,0.53224520879714
0.6679654423656718,199,136,63,2872,72949,0.08481446835048331,0.5325471896958587
0.6676034764658363,200,136,64,2872,72948,0.08478802992518704,0.5325305447411358
0.6672701449699951,201,136,65,2872,72947,0.0847616079775631,0.5325139079792136
0.6663924261009343,202,137,65,2871,72947,0.0853582554517134,0.5328155249575977
0.6661066879031153,203,138,65,2870,72947,0.08595453129866085,0.5331169561666356
0.6654293367322579,204,139,65,2869,72947,0.08655043586550436,0.5334182017798778
0.665031215522116,205,139,66,2869,72946,0.08652349828820417,0.5334013071544094
0.6637686734917254,206,140,66,2868,72946,0.08711885500933417,0.5337022788881619
0.6636557124058927,207,140,67,2868,72945,0.08709175738724728,0.5336853041933717
0.6636028314347765,208,141,67,2867,72945,0.08768656716417911,0.5339860024983933
0.6629077265236326,209,142,67,2866,72945,0.08828100714951818,0.5342865159518783
0.6622777786738973,210,143,67,2865,72945,0.08887507768800497,0.5345868447261973
0.6619256948487685,211,143,68,2865,72944,0.08884746815781298,0.5345696140286448
0.661532148383251,212,143,69,2865,72943,0.08881987577639752,0.5345523918594391
0.6613999527918516,213,144,69,2864,72943,0.08941322570630239,0.5348523603719493
0.661170270664589,214,145,69,2863,72943,0.09000620732464308,0.5351521447729399
0.6589433821324515,215,145,70,2863,72942,0.08997828110456096,0.5351347556365786
0.6587795125442165,216,145,71,2863,72941,0.08995037220843673,0.5351173751161525
0.6585002885377778,217,146,71,2862,72941,0.09054263565891472,0.535416800475696
0.6575574192168742,218,147,71,2861,72941,0.09113453192808431,0.5357160422888503
0.6568922366406297,219,147,72,2861,72940,0.0911062906724512,0.5356984955408448
0.6560027570429051,220,147,73,2861,72939,0.09107806691449814,0.535680957495633
0.6553608587218194,221,148,73,2860,72939,0.09166924744502943,0.5359798414819545
0.6523165081857352,222,148,74,2860,72938,0.09164086687306501,0.5359622249827996
0.6520807493288141,223,149,74,2859,72938,0.09223150727329,0.5362608389473453
0.6508986726624224,224,150,74,2858,72938,0.09282178217821782,0.5365592702085111
0.6494158782284267,225,150,75,2858,72937,0.09279307145066502,0.536541488583733
0.6493709415543736,226,151,75,2857,72937,0.09338280766852196,0.5368396505447431
0.6480214700719303,227,152,75,2856,72937,0.09397217928902628,0.5371376302513476
0.6479010118910251,228,152,76,2856,72936,0.09394313967861558,0.5371196841373106
0.6470802664515173,229,153,76,2855,72936,0.09453197405004633,0.5374173952627603
0.6469785328098651,230,153,77,2855,72935,0.09450277949351452,0.5373993716287212
0.6468948601900191,231,154,77,2854,72935,0.09509107749305341,0.5376968146116082
0.6467069539952631,232,155,77,2853,72935,0.09567901234567901,0.5379940760653127
0.6463753474902291,233,155,78,2853,72934,0.09564949089787103,0.537975888937803
0.6456626153723951,234,156,78,2852,72934,0.09623689080814313,0.5382728829637162
0.6452127927662521,235,156,79,2852,72933,0.09620721554116558,0.5382546188796777
0.6450095864814176,236,157,79,2851,72933,0.0967940813810111,0.5385513459137643
0.6448815456591752,237,158,79,2850,72933,0.09738058551617873,0.538847892139789
0.6446713757698957,238,158,80,2850,72932,0.0973505853357979,0.5388294655512141
0.644402945415715,239,159,80,2849,72932,0.09793655682168155,0.5391257454959859
0.6442010129715491,240,160,80,2848,72932,0.09852216748768473,0.5394218450750967
0.6441397494041633,241,161,80,2847,72932,0.09910741766697445,0.539717764455131
0.6440174735352393,242,162,80,2846,72932,0.09969230769230769,0.5400135038024682
0.643843957485259,243,163,80,2845,72932,0.10027683789603199,0.5403090632832828
0.6435961676950779,244,163,81,2845,72931,0.1002460024600246,0.540290219016393
0.6431051232357583,245,164,81,2844,72931,0.10083000307408546,0.5405855137457707
0.6428460302215645,246,164,82,2844,72930,0.10079901659496004,0.5405665939103736
0.6427362773181774,247,165,82,2843,72930,0.10138248847926268,0.5408616243182682
0.6426179473386525,248,166,82,2842,72930,0.10196560196560196,0.5411564755714664
0.6416858283900232,249,167,82,2841,72930,0.10254835738409579,0.5414511478350279
0.6412580583145909,250,168,82,2840,72930,0.10313075506445672,0.54174564127381
0.640496274019547,251,168,83,2840,72929,0.10309911015648972,0.5417263921743795
0.6400370475280076,252,169,83,2839,72929,0.10368098159509202,0.5420206225356828
0.6394148415079779,253,169,84,2839,72928,0.1036491873658387,0.5420012987286583
0.6382699304696461,254,169,85,2839,72927,0.10361741263028816,0.5419819846224208
0.6382211565517686,255,170,85,2838,72927,0.10419859025436715,0.5422758681189767
0.6381531449383798,256,170,86,2838,72926,0.10416666666666667,0.5422564795397107
0.637409743857146,257,171,86,2837,72926,0.10474732006125574,0.5425501009649246
0.6371198305451403,258,172,86,2836,72926,0.10532761788120025,0.5428435446471079
0.6365941659587832,259,173,86,2835,72926,0.105907560453015,0.543136810749519
0.6361932029153482,260,173,87,2835,72925,0.105875152998776,0.5431171801882542
0.6351029301052128,261,173,88,2835,72924,0.1058427653716733,0.5430975594944889
0.6346250080650868,262,173,89,2835,72923,0.10581039755351682,0.5430779486591272
0.6340819491206123,263,174,89,2834,72923,0.10638948333842861,0.543370786409718
0.6332696560338266,264,174,90,2834,72922,0.10635696821515893,0.5433511018748413
0.6330268294592282,265,175,90,2833,72922,0.10693553315001528,0.5436436792438119
0.6325801405047318,266,175,91,2833,72921,0.10690287110568113,0.5436239212014431
0.6321075125989141,267,175,92,2833,72920,0.10687022900763359,0.5436041730861446
0.631955118380312,268,176,92,2832,72920,0.10744810744810745,0.5438964072504445
0.631406145515008,269,177,92,2831,72920,0.10802563320109856,0.544188465115301
0.631106734292155,270,177,93,2831,72919,0.10799267846247712,0.544168560631865
0.6305258564672707,271,177,94,2831,72918,0.10795974382433669,0.5441486661525943
0.6293933408297958,272,178,94,2830,72918,0.10853658536585366,0.5444403819542364
0.6293205590007586,273,178,95,2830,72917,0.10850350502895459,0.5444204145786213
0.6286589134560967,274,179,95,2829,72917,0.10907982937233394,0.5447118718246066
0.6283208927203675,275,180,95,2828,72917,0.10965580261955528,0.5450031535668143
0.6279433020322864,276,180,96,2828,72916,0.10962241169305725,0.5449830308485454
0.6277305112613849,277,180,97,2828,72915,0.1095890410958904,0.5449629182488629
0.6267115859449611,278,181,97,2827,72915,0.11016433353621424,0.5452538596301478
0.6261748229383095,279,181,98,2827,72914,0.11013081837541831,0.5452336747016819
0.6260930910861647,280,181,99,2827,72913,0.11009732360097324,0.5452134999203102
0.6259482514933307,281,181,100,2827,72912,0.11006384919428398,0.5451933352767341
0.6255350418579742,282,182,100,2826,72912,0.11063829787234042,0.5454838548185231
0.6254762252641798,283,182,101,2826,72911,0.11060467942874506,0.5454636181095214
0.6250948113950568,284,182,102,2826,72910,0.11057108140947752,0.545443391566599
0.6248083611879339,285,183,102,2825,72910,0.11114485271788642,0.5457335724660916
0.6247907034863153,286,183,103,2825,72909,0.1111111111111111,0.5457132740824403
0.6234552950310102,287,184,103,2824,72909,0.11168437025796661,0.5460031989445737
0.6221396494549368,288,185,103,2823,72909,0.11225728155339806,0.5462929499253033
0.6220328480489367,289,186,103,2822,72909,0.11282984531392175,0.5465825271828881
0.6213563074114603,290,187,103,2821,72909,0.1134020618556701,0.5468719308753952
0.6208066104943091,291,188,103,2820,72909,0.11397393149439224,0.5471611611607001
0.6206205831815651,292,189,103,2819,72909,0.11454545454545455,0.5474502181964869
0.620458640968454,293,189,104,2819,72908,0.11451075431687367,0.5474294404505122
0.6202134614637769,294,190,104,2818,72908,0.11508176862507571,0.5477182431582935
0.620056100051441,295,190,105,2818,72907,0.11504692703602785,0.5476973946851075
0.6200010802804171,296,191,105,2817,72907,0.11561743341404358,0.5479859434712214
0.6196090484865739,297,192,105,2816,72907,0.1161875945537065,0.548274319682474
0.6160329847267306,298,193,105,2815,72907,0.11675741076830005,0.5485625234755078
0.6158146099070947,299,193,106,2815,72906,0.11672210462654975,0.5485414426772156
0.6157203657005463,300,193,107,2815,72905,0.11668681983071343,0.5485203725057878
0.61571534316635,301,194,107,2814,72905,0.11725596857056513,0.5488082426039922
0.6150741132021761,302,195,107,2813,72905,0.11782477341389729,0.549095940798255
0.6146625445111888,303,195,108,2813,72904,0.11778918755662941,0.5490747200482419
0.6146531935857482,304,195,109,2813,72903,0.11775362318840579,0.5490535099966557
0.6139845232607937,305,196,109,2812,72903,0.11832176275279203,0.5493408755939893
0.6136238194895979,306,197,109,2811,72903,0.11888955944477972,0.5496280697994443
0.6129481093381646,307,197,110,2811,72902,0.11885369532428355,0.5496067098238496
0.6127087507098772,308,197,111,2811,72901,0.11881785283474065,0.5495853606176339
0.6125977218900513,309,198,111,2810,72901,0.11938498643352427,0.5498722233190328
0.612504977447237,310,198,112,2810,72900,0.11934900542495479,0.5498508048063169
0.6124933319792805,311,199,112,2809,72900,0.11991563724013257,0.5501374166593479
0.6118667826629007,312,200,112,2808,72900,0.12048192771084337,0.5504238578844696
0.6108237980620054,313,200,113,2808,72899,0.12044564890093346,0.5504022904232073
0.6100206291767729,314,200,114,2808,72898,0.12040939193257075,0.5503807338366171
0.6095214843019696,315,201,114,2807,72898,0.1209750225699669,0.5506668451876308
0.6094343770741492,316,201,115,2807,72897,0.12093862815884476,0.5506452198326702
0.6084346825828693,317,201,116,2807,72896,0.12090225563909775,0.5506236053772936
0.6077404996043381,318,202,116,2806,72896,0.12146722790138305,0.5509093875833018
0.6073277006449159,319,203,116,2805,72896,0.12203186053501654,0.5511950000193121
0.6072032102317674,320,203,117,2805,72895,0.1219951923076923,0.5511732376622651
0.6065467190538145,321,203,118,2805,72894,0.12195854610994293,0.5511514862738994
0.6063889340418118,322,204,118,2804,72894,0.12252252252252252,0.5514367706419351
0.6062636491418509,323,205,118,2803,72894,0.12308616031221856,0.5517218857428593
0.6062509248707784,324,206,118,2802,72894,0.12364945978391356,0.5520068317291141
0.6062348470116099,325,207,118,2801,72894,0.12421242124212421,0.552291608752959
0.6061744364008315,326,207,119,2801,72893,0.1241751649670066,0.5522695522762487
0.6060668562307416,327,207,120,2801,72892,0.12413793103448276,0.552247506924726
0.6056734960415993,328,207,121,2801,72891,0.12410071942446044,0.5522254726883438
0.6050895559734164,329,207,122,2801,72890,0.12406353011687145,0.5522034495570672
0.6047880032430772,330,208,122,2800,72890,0.12462552426602756,0.5524877429671653
0.6044508616559834,331,208,123,2800,72889,0.12458820005989818,0.5524656523396175
0.6034825247821066,332,209,123,2799,72889,0.1251497005988024,0.552749698988036
0.6028387560873283,333,209,124,2799,72888,0.12511224184375935,0.5527275410390291
0.6026773510458534,334,210,124,2798,72888,0.12567324955116696,0.5530113413151468
0.6017133254253582,335,210,125,2798,72887,0.12563565659587198,0.5529891162190104
0.6016506621049109,336,210,126,2798,72886,0.1255980861244019,0.5529669023186705
0.60124678560621,337,210,127,2798,72885,0.12556053811659193,0.5529446996040439
0.6004312337914114,338,211,127,2797,72885,0.1261207411835027,0.5532280976015836
0.6000895681678403,339,212,127,2796,72885,0.1266806095010457,0.5535113282687786
0.5995193753086296,340,212,128,2796,72884,0.12664277180406214,0.5534889806616685
0.5995162900799331,341,213,128,2795,72884,0.1272021498954912,0.5537719662592574
0.5986159038406927,342,214,128,2794,72884,0.12776119402985076,0.5540547849226529
0.5982556042320729,343,214,129,2794,72883,0.12772306774097283,0.5540322929716976
0.5970539070043892,344,214,130,2794,72882,0.1276849642004773,0.5540098123488129
0.5968741222267258,345,214,131,2794,72881,0.12764688338801072,0.5539873430438207
0.5956880597690908,346,215,131,2793,72881,0.1282051282051282,0.5542697620902697
0.5941137268005682,347,216,131,2792,72881,0.1287630402384501,0.5545520147891648
0.5940291330017475,348,216,132,2792,72880,0.12872467222884387,0.5545294018377008
0.5936799351345644,349,216,133,2792,72879,0.128686327077748,0.5545068002693677
0.5935034325350165,350,216,134,2792,72878,0.12864800476474092,0.5544842100739538
0.5933227747852422,351,217,134,2791,72878,0.1292051205715987,0.5547660647012929
0.5931137586980707,352,218,134,2790,72878,0.12976190476190477,0.5550477535647027
0.5927796361856994,353,219,134,2789,72878,0.13031835763165725,0.5553292768121832
0.59266038573796,354,220,134,2788,72878,0.13087447947650208,0.5556106345915581
0.592596989412535,355,220,135,2788,72877,0.13083556348498365,0.5555877475072033
0.5924305915245038,356,221,135,2787,72877,0.1313912009512485,0.5558688631407485
0.591937969934221,357,222,135,2786,72877,0.13194650817236256,0.5561498136960686
0.5915868300367151,358,223,135,2785,72877,0.1325014854426619,0.5564305993203328
0.5914950003630881,359,224,135,2784,72877,0.13305613305613306,0.5567112201605351
