threshold,n_pred_pos,tp,fp,fn,tn,binary_f1,macro_f1
0.06105851283054127,10262,2123,8139,885,64873,0.3199698568198945,0.6274706962271988
0.061054683582285316,10263,2123,8140,885,64872,0.3199457463642529,0.6274548035844497
0.06104070926680445,10264,2123,8141,885,64871,0.31992163954189273,0.6274389127030344
0.061040577550736594,10265,2123,8142,885,64870,0.31989753635199275,0.6274230235825412
0.061033284963276424,10266,2123,8143,885,64869,0.3198734367937321,0.6274071362225582
0.06103214562181264,10267,2123,8144,885,64868,0.31984934086629,0.6273912506226741
0.06101236884724749,10268,2123,8145,885,64867,0.31982524856884603,0.6273753667824773
0.061003655473288676,10269,2123,8146,885,64866,0.31980115990057995,0.6273594847015566
0.061001806936372596,10270,2124,8146,884,64866,0.31992769995481246,0.6274261235105061
0.06099644273766071,10271,2124,8147,884,64865,0.3199036071993373,0.6274102393272867
0.06098496091707938,10272,2124,8148,884,64864,0.31987951807228915,0.627394356902965
0.06098050963814438,10273,2124,8149,884,64863,0.31985543257284843,0.6273784762371302
0.06097296022361441,10274,2124,8150,884,64862,0.31983135070019575,0.6273625973293712
0.06096389857936244,10275,2125,8150,883,64862,0.31995784084920575,0.6274292112207429
0.06096284674640089,10276,2125,8151,883,64861,0.3199337548931045,0.6274133302125587
0.060956712243832964,10277,2125,8152,883,64860,0.31990967256304104,0.6273974509620726
0.0609566832823004,10278,2125,8153,883,64859,0.3198855938581966,0.6273815734688737
0.060954084181880655,10279,2125,8154,883,64858,0.3198615187777527,0.6273656977325518
0.06095308348133101,10280,2125,8155,883,64857,0.31983744732089103,0.6273498237526964
0.06094484416544156,10281,2126,8155,882,64857,0.3199638799006697,0.6274164088910993
0.060937972994239115,10282,2126,8156,882,64856,0.3199398043641836,0.6274005328127225
0.060923706372555037,10283,2126,8157,882,64855,0.31991573245053045,0.6273846584904347
0.06091938296662213,10284,2126,8158,882,64854,0.3198916641588926,0.6273687859238261
0.06091744417108362,10285,2126,8159,882,64853,0.31986759948845256,0.6273529151124865
0.060908737695354494,10286,2126,8160,882,64852,0.31984353843839325,0.6273370460560064
0.06090566914052882,10287,2126,8161,882,64851,0.3198194810078977,0.6273211787539759
0.060899650101056024,10288,2126,8162,882,64850,0.31979542719614923,0.6273053132059856
0.060895646194621525,10289,2126,8163,882,64849,0.3197713770023314,0.6272894494116261
0.06089241822586897,10290,2127,8163,881,64849,0.3198977289818018,0.6273559942713567
0.060888219877298935,10291,2127,8164,881,64848,0.31987367471238437,0.6273401283804748
0.060879351557833576,10292,2128,8164,880,64848,0.32,0.6274066599394551
0.06086637531089527,10293,2128,8165,880,64847,0.3199759416585219,0.6273907919538185
0.06086057751714008,10294,2128,8166,880,64846,0.3199518869342956,0.6273749257214689
0.060857843529583344,10295,2128,8167,880,64845,0.3199278358265053,0.627359061241997
0.06085704389596372,10296,2128,8168,880,64844,0.3199037883343355,0.6273431985149939
0.06085627208475147,10297,2129,8168,879,64844,0.3200300638857572,0.6274097052408928
0.06084961309396644,10298,2129,8169,879,64843,0.3200060123252668,0.6273938404209983
0.06084625745647593,10299,2129,8170,879,64842,0.3199819643796498,0.6273779773531962
0.0608451679371972,10300,2129,8171,879,64841,0.31995792004809137,0.627362116037078
0.06084324123406475,10301,2129,8172,879,64840,0.31993387932977685,0.627346256472235
0.06082885827133992,10302,2129,8173,879,64839,0.3199098422238918,0.6273303986582589
0.060821666355559675,10303,2129,8174,879,64838,0.31988580872962213,0.6273145425947413
0.060809085904141906,10304,2129,8175,879,64837,0.31986177884615385,0.6272986882812743
0.060803108635779535,10305,2129,8176,879,64836,0.31983775257267333,0.6272828357174496
0.06080300622665176,10306,2129,8177,879,64835,0.31981372990836715,0.6272669849028594
0.06079630917753115,10307,2129,8178,879,64834,0.3197897108524221,0.6272511358370959
0.06077767297049519,10308,2129,8179,879,64833,0.3197656954040252,0.6272352885197514
0.06076365178645278,10309,2129,8180,879,64832,0.3197416835623639,0.6272194429504185
0.0607624883747092,10310,2129,8181,879,64831,0.3197176753266256,0.6272035991286896
0.06076024557871454,10311,2129,8182,879,64830,0.3196936706959982,0.6271877570541575
0.060750483783306705,10312,2129,8183,879,64829,0.31966966966966964,0.627171916726415
0.060722720663467206,10313,2129,8184,879,64828,0.3196456722468283,0.627156078145055
0.06072229297385817,10314,2129,8185,879,64827,0.31962167842666267,0.6271402413096707
0.06072123426053477,10315,2129,8186,879,64826,0.3195976882083615,0.6271244062198551
0.06071476574640103,10316,2129,8187,879,64825,0.31957370159111376,0.6271085728752016
0.06071257661600908,10317,2129,8188,879,64824,0.3195497185741088,0.6270927412753037
0.06068893267531786,10318,2129,8189,879,64823,0.3195257391565361,0.6270769114197549
0.060688645442698114,10319,2129,8190,879,64822,0.31950176333758534,0.6270610833081488
0.06067282577872994,10320,2129,8191,879,64821,0.3194777911164466,0.6270452569400793
0.060667932306669024,10321,2130,8191,878,64821,0.3196038712581589,0.627111665931651
0.060665927676503875,10322,2130,8192,878,64820,0.31957989497374345,0.6270958374731741
0.06065331742415431,10323,2130,8193,878,64819,0.3195559222864001,0.627080010757861
0.06064992838764349,10324,2130,8194,878,64818,0.3195319531953195,0.6270641857853058
0.06064886395535392,10325,2130,8195,878,64817,0.3195079876996925,0.6270483625551027
0.060642996883503233,10326,2130,8196,878,64816,0.31948402579871005,0.627032541066846
0.060633427367754504,10327,2130,8197,878,64815,0.3194600674915636,0.6270167213201302
0.06062210748345899,10328,2130,8198,878,64814,0.3194361127774445,0.6270009033145499
0.06060515062770141,10329,2131,8198,877,64814,0.31956212041688536,0.6270672760797649
0.060601711950672515,10330,2131,8199,877,64813,0.3195381616434248,0.6270514559857331
0.06058279202736878,10331,2131,8200,877,64812,0.31951420646225354,0.627035637632465
0.06057822777484044,10332,2131,8201,877,64811,0.3194902548725637,0.6270198210195551
0.060568483476501386,10333,2131,8202,877,64810,0.3194663068735477,0.6270040061465987
0.0605533284863711,10334,2131,8203,877,64809,0.31944236246439817,0.6269881930131909
0.06055210611284868,10335,2131,8204,877,64808,0.3194184216443079,0.6269723816189268
0.06054600770873526,10336,2131,8205,877,64807,0.31939448441247004,0.6269565719634018
0.06054418108406352,10337,2131,8206,877,64806,0.3193705507680779,0.6269407640462114
0.06054244701133102,10338,2131,8207,877,64805,0.3193466207103252,0.6269249578669511
0.06054099673185537,10339,2131,8208,877,64804,0.31932269423840565,0.6269091534252168
0.06053087614853934,10340,2132,8208,876,64804,0.31944860653281393,0.6269754785324642
0.060529465181935194,10341,2132,8209,876,64803,0.3194246760056933,0.626959672004332
0.06052365778306902,10342,2133,8209,875,64803,0.3195505617977528,0.6270259839055821
0.060514162548465866,10343,2133,8210,875,64802,0.31952662721893493,0.6270101752928021
0.06051393912349515,10344,2133,8211,875,64801,0.3195026962252846,0.6269943684172108
0.060502633306931994,10345,2133,8212,875,64800,0.3194787688159964,0.6269785632784042
0.06049808878342772,10346,2133,8213,875,64799,0.3194548449902651,0.6269627598759785
0.06048963046418245,10347,2133,8214,875,64798,0.3194309247472857,0.62694695820953
0.06047459349547257,10348,2133,8215,875,64797,0.3194070080862534,0.626931158278655
0.06047281412600736,10349,2133,8216,875,64796,0.3193830950063637,0.6269153600829501
0.060469201008033456,10350,2133,8217,875,64795,0.3193591855068124,0.626899563622012
0.06046739756040999,10351,2133,8218,875,64794,0.3193352795867954,0.6268837688954376
0.06046676870732216,10352,2133,8219,875,64793,0.319311377245509,0.6268679759028237
0.06046388687911046,10353,2133,8220,875,64792,0.31928747848214956,0.6268521846437674
0.06046316542369902,10354,2133,8221,875,64791,0.3192635832959138,0.6268363951178656
0.06045554611164017,10355,2133,8222,875,64790,0.31923969168599864,0.6268206073247158
0.060453601989169804,10356,2133,8223,875,64789,0.3192158036516013,0.6268048212639155
0.06044632301824315,10357,2133,8224,875,64788,0.3191919191919192,0.6267890369350618
0.060433751350932235,10358,2133,8225,875,64787,0.3191680383061499,0.6267732543377527
0.06043169052567153,10359,2133,8226,875,64786,0.3191441609934914,0.6267574734715857
0.06041407770941866,10360,2133,8227,875,64785,0.31912028725314184,0.626741694336159
0.060403942841147286,10361,2133,8228,875,64784,0.3190964170842995,0.6267259169310703
0.06039710122706728,10362,2133,8229,875,64783,0.31907255048616306,0.6267101412559177
0.06039528213912644,10363,2133,8230,875,64782,0.31904868745793136,0.6266943673102996
0.060384727180533546,10364,2133,8231,875,64781,0.3190248279988035,0.6266785950938143
0.06038211178935805,10365,2133,8232,875,64780,0.3190009721079788,0.6266628246060602
0.06037907098793717,10366,2133,8233,875,64779,0.3189771197846568,0.6266470558466359
0.0603718845409103,10367,2133,8234,875,64778,0.3189532710280374,0.6266312888151401
0.060368292554399336,10368,2133,8235,875,64777,0.3189294258373206,0.6266155235111717
0.06035767983539389,10369,2133,8236,875,64776,0.31890558421170667,0.6265997599343296
0.06035231315087415,10370,2133,8237,875,64775,0.31888174615039616,0.6265839980842128
0.06034911853919096,10371,2133,8238,875,64774,0.31885791165258986,0.6265682379604206
0.06033492116080512,10372,2133,8239,875,64773,0.3188340807174888,0.6265524795625523
0.06033151783676011,10373,2133,8240,875,64772,0.31881025334429414,0.6265367228902072
0.06032200480894941,10374,2134,8240,874,64772,0.3189358840233149,0.6266029071777496
0.06031868914967222,10375,2134,8241,874,64771,0.3189120526040499,0.626587148423519
0.06031599421815659,10376,2134,8242,874,64770,0.31888822474596534,0.6265713913944458
0.06031542900885935,10377,2134,8243,874,64769,0.318864400448263,0.6265556360901299
0.060312647642857334,10378,2134,8244,874,64768,0.3188405797101449,0.6265398825101707
0.06030629279949319,10379,2134,8245,874,64767,0.3188167625308135,0.6265241306541687
0.06029593477919848,10380,2134,8246,874,64766,0.3187929489094712,0.6265083805217235
0.06028534135123229,10381,2134,8247,874,64765,0.31876913884532077,0.6264926321124354
0.0602805525728206,10382,2134,8248,874,64764,0.31874533233756536,0.626476885425905
0.060278676354871275,10383,2134,8249,874,64763,0.3187215293854081,0.6264611404617323
0.06027582258589011,10384,2134,8250,874,64762,0.31869772998805257,0.6264453972195182
0.06027519436427445,10385,2134,8251,874,64761,0.31867393414470246,0.6264296556988631
0.06027278912704753,10386,2134,8252,874,64760,0.31865014185456175,0.626413915899368
0.06025130388631092,10387,2134,8253,874,64759,0.3186263531168346,0.6263981778206338
0.06024550766934782,10388,2134,8254,874,64758,0.3186025679307256,0.6263824414622614
0.06023326010347152,10389,2134,8255,874,64757,0.3185787862954393,0.6263667068238519
0.0602290516760745,10390,2134,8256,874,64756,0.3185550082101806,0.6263509739050066
0.060220904847581594,10391,2134,8257,874,64755,0.3185312336741548,0.626335242705327
0.060220724167571814,10392,2134,8258,874,64754,0.31850746268656716,0.6263195132244146
0.06021615109304513,10393,2135,8258,873,64754,0.31863293784045965,0.6263856197363782
0.06019877685409313,10394,2135,8259,873,64753,0.3186091628115207,0.62636988817591
0.06019548289481788,10395,2135,8260,873,64752,0.3185853913302992,0.6263541583338456
0.0601953523385257,10396,2135,8261,873,64751,0.3185616233960012,0.6263384302097869
0.06019254663376755,10397,2135,8262,873,64750,0.3185378590078329,0.6263227038033358
0.060186856516357495,10398,2135,8263,873,64749,0.31851409816500076,0.6263069791140944
0.06017558710286064,10399,2135,8264,873,64748,0.3184903408667114,0.6262912561416647
0.06017320902656645,10400,2135,8265,873,64747,0.31846658711217185,0.6262755348856491
0.060153355156349814,10401,2135,8266,873,64746,0.31844283690058917,0.6262598153456499
0.06015186187696203,10402,2135,8267,873,64745,0.31841909023117076,0.6262440975212695
0.06015158987407426,10403,2135,8268,873,64744,0.3183953471031243,0.6262283814121108
0.06014843606736243,10404,2135,8269,873,64743,0.31837160751565763,0.6262126670177763
0.060105879253084554,10405,2135,8270,873,64742,0.3183478714679788,0.6261969543378689
0.06009169030532354,10406,2135,8271,873,64741,0.31832413895929623,0.6261812433719915
0.060082538013403144,10407,2135,8272,873,64740,0.3183004099888185,0.6261655341197474
0.060079435227128664,10408,2135,8273,873,64739,0.3182766845557543,0.6261498265807396
0.06007431488857136,10409,2135,8274,873,64738,0.3182529626593128,0.6261341207545714
0.06006969939162933,10410,2135,8275,873,64737,0.31822924429870325,0.6261184166408464
0.060061033420383325,10411,2135,8276,873,64736,0.31820552947313513,0.6261027142391682
0.06005894133058335,10412,2136,8276,872,64736,0.31833084947839047,0.626168743163665
0.06005075352060807,10413,2136,8277,872,64735,0.3183071306161985,0.6261530386847648
0.06004612763126646,10414,2136,8278,872,64734,0.3182834152883326,0.6261373359175507
0.06004548183985127,10415,2136,8279,872,64733,0.31825970349400284,0.6261216348616266
0.06004190247205578,10416,2136,8280,872,64732,0.3182359952324195,0.6261059355165964
0.06002913414757326,10417,2136,8281,872,64731,0.3182122905027933,0.6260902378820643
0.060027804137825706,10418,2136,8282,872,64730,0.31818858930433486,0.6260745419576345
0.060018806101488686,10419,2136,8283,872,64729,0.31816489163625533,0.6260588477429111
0.060014445761958524,10420,2136,8284,872,64728,0.31814119749776587,0.6260431552374986
0.06000813508766832,10421,2136,8285,872,64727,0.31811750688807805,0.6260274644410018
0.05999637240963117,10422,2136,8286,872,64726,0.31809381980640355,0.626011775353025
0.05998708714831497,10423,2136,8287,872,64725,0.31807013625195446,0.6259960879731733
0.059980230906731546,10424,2136,8288,872,64724,0.31804645622394284,0.6259804023010515
0.05997279500791648,10425,2136,8289,872,64723,0.31802277972158116,0.6259647183362644
0.059970628861030016,10426,2136,8290,872,64722,0.31799910674408216,0.6259490360784175
0.059970420869799604,10427,2136,8291,872,64721,0.31797543729065875,0.6259333555271157
0.05995985805506422,10428,2136,8292,872,64720,0.31795177136052394,0.6259176766819646
0.05995478693790507,10429,2136,8293,872,64719,0.31792810895289125,0.6259019995425698
0.05994841216761638,10430,2136,8294,872,64718,0.31790445006697426,0.6258863241085365
0.059943619190699154,10431,2136,8295,872,64717,0.31788079470198677,0.6258706503794708
0.059943303998997624,10432,2136,8296,872,64716,0.31785714285714284,0.6258549783549783
0.05993591287976549,10433,2136,8297,872,64715,0.3178334945316569,0.6258393080346651
0.059935390308844455,10434,2136,8298,872,64714,0.31780984972474335,0.6258236394181373
0.05992923509247823,10435,2136,8299,872,64713,0.31778620843561706,0.6258079725050009
0.059925836873049615,10436,2136,8300,872,64712,0.317762570663493,0.6257923072948623
0.059920219733825386,10437,2136,8301,872,64711,0.31773893640758644,0.625776643787328
0.05991771921564204,10438,2136,8302,872,64710,0.31771530566711287,0.6257609819820045
0.05991238450580792,10439,2136,8303,872,64709,0.31769167844128804,0.6257453218784983
0.0598951229110804,10440,2136,8304,872,64708,0.3176680547293278,0.6257296634764165
0.05988682920165633,10441,2136,8305,872,64707,0.3176444345304484,0.6257140067753656
0.05986678307693302,10442,2136,8306,872,64706,0.31762081784386614,0.6256983517749528
0.059865409069708525,10443,2136,8307,872,64705,0.3175972046687979,0.6256826984747853
0.05985879290968135,10444,2136,8308,872,64704,0.3175735950044603,0.6256670468744702
0.05985343168341935,10445,2136,8309,872,64703,0.31754998885007063,0.6256513969736149
0.05985104933181947,10446,2136,8310,872,64702,0.31752638620484613,0.6256357487718269
0.059842740786047476,10447,2136,8311,872,64701,0.31750278706800444,0.6256201022687138
0.05983491851806583,10448,2137,8311,871,64701,0.31762782401902495,0.6256859895942264
0.0598260533916682,10449,2137,8312,871,64700,0.3176042208516014,0.6256703410168545
0.05982271535069592,10450,2137,8313,871,64699,0.31758062119185615,0.6256546941378023
0.059811524689887124,10451,2137,8314,871,64698,0.31755702503900735,0.6256390489566775
0.05979795826512026,10452,2137,8315,871,64697,0.3175334323922734,0.6256234054730887
0.05979455910986457,10453,2137,8316,871,64696,0.3175098432508729,0.6256077636866434
0.05979360406070999,10454,2137,8317,871,64695,0.31748625761402466,0.6255921235969502
0.05979331096161662,10455,2137,8318,871,64694,0.3174626754809478,0.6255764852036172
0.05977716055959468,10456,2137,8319,871,64693,0.3174390968508616,0.6255608485062529
0.0597635252957713,10457,2137,8320,871,64692,0.31741552172298554,0.6255452135044659
0.059757594126387856,10458,2137,8321,871,64691,0.3173919500965394,0.6255295801978649
0.059744908620436105,10459,2137,8322,871,64690,0.3173683819707433,0.6255139485860587
0.059737960168176826,10460,2137,8323,871,64689,0.31734481734481734,0.6254983186686561
0.05969425108076288,10461,2137,8324,871,64688,0.317321256217982,0.6254826904452663
0.05969214062715178,10462,2137,8325,871,64687,0.31729769858945805,0.6254670639154983
0.05967975369496475,10463,2137,8326,871,64686,0.31727414445846636,0.6254514390789614
0.05967680942615517,10464,2137,8327,871,64685,0.31725059382422804,0.6254358159352651
0.059673332047970234,10465,2137,8328,871,64684,0.3172270466859645,0.6254201944840188
0.05967221757565984,10466,2137,8329,871,64683,0.3172035030428974,0.6254045747248319
0.05966817985206821,10467,2137,8330,871,64682,0.3171799628942486,0.6253889566573144
0.0596578269722356,10468,2137,8331,871,64681,0.3171564262392401,0.6253733402810762
0.05965638317141363,10469,2137,8332,871,64680,0.3171328930770943,0.6253577255957269
0.05964465519747811,10470,2137,8333,871,64679,0.31710936340703366,0.6253421126008769
0.059640092171893755,10471,2137,8334,871,64678,0.31708583722828104,0.6253265012961362
0.059632251526279045,10472,2137,8335,871,64677,0.31706231454005934,0.6253108916811151
0.05962405063546239,10473,2137,8336,871,64676,0.31703879534159185,0.6252952837554242
0.059605630039517105,10474,2137,8337,871,64675,0.3170152796321021,0.6252796775186737
0.059605504165599704,10475,2137,8338,871,64674,0.31699176741081364,0.6252640729704746
0.05956510878738551,10476,2137,8339,871,64673,0.31696825867695044,0.6252484701104375
0.0595543263567163,10477,2137,8340,871,64672,0.31694475342973677,0.6252328689381732
0.059553925383508934,10478,2137,8341,871,64671,0.31692125166839685,0.6252172694532928
0.05954905988929626,10479,2137,8342,871,64670,0.3168977533921554,0.6252016716554074
0.05954843120685152,10480,2137,8343,871,64669,0.31687425860023727,0.6251860755441281
0.059537438280901786,10481,2137,8344,871,64668,0.31685076729186745,0.6251704811190664
0.059535889255670826,10482,2137,8345,871,64667,0.3168272794662713,0.6251548883798337
0.05952612068535813,10483,2137,8346,871,64666,0.31680379512267437,0.6251392973260413
0.05951156803933866,10484,2137,8347,871,64665,0.3167803142603024,0.6251237079573013
0.05950721712204622,10485,2137,8348,871,64664,0.3167568368783814,0.6251081202732254
0.059505418380673386,10486,2137,8349,871,64663,0.3167333629761375,0.6250925342734253
0.05950383148907967,10487,2137,8350,871,64662,0.31670989255279736,0.6250769499575131
0.059503676485124155,10488,2137,8351,871,64661,0.3166864256075874,0.6250613673251011
0.059498084685482774,10489,2137,8352,871,64660,0.31666296213973477,0.6250457863758012
0.05949645296458279,10490,2137,8353,871,64659,0.3166395021484664,0.6250302071092262
0.05949074566760762,10491,2137,8354,871,64658,0.3166160456330099,0.6250146295249883
0.05948988451562972,10492,2137,8355,871,64657,0.3165925925925926,0.6249990536227003
0.05948902204282765,10493,2137,8356,871,64656,0.3165691430264425,0.6249834794019746
0.059483969876915246,10494,2137,8357,871,64655,0.3165456969337876,0.6249679068624243
0.05947559750161935,10495,2137,8358,871,64654,0.31652225431385617,0.6249523360036622
0.05947538817976339,10496,2137,8359,871,64653,0.3164988151658768,0.6249367668253014
0.059467495356093886,10497,2137,8360,871,64652,0.3164753794890781,0.624921199326955
0.059463058422120435,10498,2137,8361,871,64651,0.31645194728268916,0.6249056335082365
0.059462131946819874,10499,2137,8362,871,64650,0.3164285185459391,0.624890069368759
0.059461237817766945,10500,2137,8363,871,64649,0.31640509327805744,0.6248745069081363
0.059432837436795685,10501,2137,8364,871,64648,0.31638167147827373,0.6248589461259817
0.05942517042873292,10502,2137,8365,871,64647,0.3163582531458179,0.6248433870219092
0.05942233921074705,10503,2137,8366,871,64646,0.31633483827992004,0.6248278295955325
0.05941577882744631,10504,2137,8367,871,64645,0.31631142687981056,0.6248122738464656
0.05939467047047528,10505,2137,8368,871,64644,0.3162880189447199,0.6247967197743227
0.05939035565475545,10506,2137,8369,871,64643,0.31626461447387894,0.6247811673787179
0.05938418895458911,10507,2137,8370,871,64642,0.3162412134665187,0.6247656166592654
0.0593812193745195,10508,2137,8371,871,64641,0.31621781592187037,0.6247500676155799
0.05937500782592374,10509,2137,8372,871,64640,0.3161944218391655,0.6247345202472756
0.0593593306973089,10510,2137,8373,871,64639,0.31617103121763573,0.6247189745539674
0.05935782271015785,10511,2137,8374,871,64638,0.3161476440565131,0.6247034305352699
0.059345791775620715,10512,2137,8375,871,64637,0.3161242603550296,0.624687888190798
0.05934491094901731,10513,2137,8376,871,64636,0.3161008801124177,0.6246723475201669
0.05933731557626364,10514,2137,8377,871,64635,0.31607750332791007,0.6246568085229913
0.059327551866350255,10515,2137,8378,871,64634,0.3160541300007395,0.6246412711988869
0.059322370944845035,10516,2137,8379,871,64633,0.31603076013013903,0.6246257355474687
0.05932122884011819,10517,2137,8380,871,64632,0.316007393715342,0.6246102015683521
0.05930906641144221,10518,2137,8381,871,64631,0.31598403075558185,0.6245946692611529
0.0593067651541235,10519,2137,8382,871,64630,0.3159606712500924,0.6245791386254866
0.05930209617095136,10520,2138,8382,870,64630,0.3160851567120047,0.6246447500089999
0.05929363822284359,10521,2138,8383,870,64629,0.31606179318501,0.6246292173034954
0.059276592561277944,10522,2138,8384,870,64628,0.31603843311160384,0.62461368626918
0.05927183628071181,10523,2138,8385,870,64627,0.3160150764910206,0.6245981569056696
0.05926230448406948,10524,2138,8386,870,64626,0.3159917233224948,0.6245826292125802
0.0592511854061081,10525,2138,8387,870,64625,0.3159683736052612,0.624567103189528
0.05924808843616566,10526,2138,8388,870,64624,0.31594502733855473,0.6245515788361293
0.05924412960827886,10527,2138,8389,870,64623,0.3159216845216106,0.6245360561520006
0.059239159587756815,10528,2138,8390,870,64622,0.31589834515366433,0.6245205351367582
0.059231436513197414,10529,2139,8390,869,64622,0.31602275245623107,0.624586107461374
0.05922676291713702,10530,2139,8391,869,64621,0.3159994090707638,0.6245705843782723
0.05921867064055836,10531,2140,8391,868,64621,0.31612379053105844,0.6246361438269115
0.05918672052674009,10532,2140,8392,868,64620,0.31610044313146235,0.6246206186776445
0.0591845074647966,10533,2140,8393,868,64619,0.31607709918026733,0.6246050951969612
0.059176678242064004,10534,2141,8393,867,64619,0.3162014473489883,0.6246706380414886
0.05917176693460091,10535,2141,8394,867,64618,0.31617809938713726,0.6246551124963731
0.05916431535756144,10536,2141,8395,867,64617,0.3161547548730065,0.6246395886194978
0.059156780068681705,10537,2141,8396,867,64616,0.31613141380583243,0.6246240664104796
0.05914836673368194,10538,2141,8397,867,64615,0.3161080761848516,0.624608545868936
0.05913860802306936,10539,2142,8397,866,64615,0.3162323761718462,0.6246740646573021
0.05912272458393728,10540,2142,8398,866,64614,0.31620903454384414,0.6246585420531369
0.05912063227357217,10541,2142,8399,866,64613,0.3161856963613551,0.6246430211161029
0.05910680633425472,10542,2142,8400,866,64612,0.3161623616236162,0.6246275018458178
0.0590966378241739,10543,2142,8401,866,64611,0.31613903032986496,0.6246119842418989
0.05908957397201439,10544,2142,8402,866,64610,0.31611570247933884,0.6245964683039638
0.059085870441127425,10545,2142,8403,866,64609,0.3160923780712757,0.6245809540316303
0.059078152570337675,10546,2142,8404,866,64608,0.3160690571049137,0.6245654414245161
0.05907305307933258,10547,2142,8405,866,64607,0.31604573957949095,0.6245499304822393
0.05906047518747476,10548,2143,8405,865,64607,0.31616996164060196,0.624615410328403
0.05905071682277149,10549,2143,8406,865,64606,0.3161466401121192,0.6245998973254717
0.059043440649239956,10550,2143,8407,865,64605,0.3161233220238973,0.6245843859870357
0.05902758489415258,10551,2143,8408,865,64604,0.3161000073751752,0.6245688763127131
0.059006338851045795,10552,2143,8409,865,64603,0.31607669616519174,0.6245533683021222
0.059001438362552325,10553,2143,8410,865,64602,0.31605338839318636,0.6245378619548815
0.058994366886163344,10554,2143,8411,865,64601,0.31603008405839844,0.6245223572706095
0.05898612975274825,10555,2143,8412,865,64600,0.3160067831600678,0.6245068542489247
0.058981088951697236,10556,2143,8413,865,64599,0.3159834856974344,0.6244913528894462
0.05897576052185481,10557,2143,8414,865,64598,0.3159601916697383,0.6244758531917928
0.0589704678386308,10558,2143,8415,865,64597,0.31593690107621997,0.6244603551555833
0.05896958275426901,10559,2143,8416,865,64596,0.31591361391612,0.6244448587804369
0.05896449209475589,10560,2143,8417,865,64595,0.31589033018867924,0.6244293640659728
0.058957142786679295,10561,2143,8418,865,64594,0.3158670498931388,0.6244138710118105
0.05894121037673279,10562,2143,8419,865,64593,0.3158437730287399,0.6243983796175692
0.05893552523538351,10563,2143,8420,865,64592,0.315820499594724,0.6243828898828685
0.05893481831684039,10564,2143,8421,865,64591,0.315797229590333,0.6243674018073282
0.058926831422582586,10565,2143,8422,865,64590,0.3157739630148088,0.6243519153905679
0.058898843377449134,10566,2143,8423,865,64589,0.31575069986739357,0.6243364306322077
0.05887886445095218,10567,2143,8424,865,64588,0.3157274401473297,0.6243209475318673
0.058870591396946045,10568,2143,8425,865,64587,0.31570418385385973,0.6243054660891669
0.05886788097643726,10569,2144,8425,864,64587,0.31582823893349043,0.6243708624233473
0.05886695373752868,10570,2144,8426,864,64586,0.31580497864192075,0.6243553789224395
0.058853745690630316,10571,2144,8427,864,64585,0.3157817217762722,0.6243398970788323
0.05884526109641877,10572,2144,8428,864,64584,0.3157584683357879,0.6243244168921465
0.058834893846933176,10573,2144,8429,864,64583,0.31573521831971135,0.6243089383620022
0.058832130551750406,10574,2144,8430,864,64582,0.3157119717272861,0.6242934614880201
0.058803929400033705,10575,2144,8431,864,64581,0.31568872855775604,0.624277986269821
0.05879897121688596,10576,2144,8432,864,64580,0.31566548881036516,0.6242625127070258
0.05879751898210865,10577,2144,8433,864,64579,0.31564225248435773,0.6242470407992552
0.058786818906327795,10578,2144,8434,864,64578,0.31561901957897837,0.6242315705461304
0.05877764033238843,10579,2144,8435,864,64577,0.3155957900934717,0.6242161019472725
0.05877459585264946,10580,2144,8436,864,64576,0.3155725640270827,0.6242006350023028
0.05877065165080944,10581,2145,8436,863,64576,0.3156965192435058,0.6242659814150228
0.058766743155529065,10582,2145,8437,863,64575,0.31567328918322296,0.62425051241393
0.058763610381613915,10583,2145,8438,863,64574,0.31565006254138767,0.6242350450663876
0.05875831470472877,10584,2145,8439,863,64573,0.31562683931724544,0.6242195793720169
0.058756953657345054,10585,2145,8440,863,64572,0.31560361951004196,0.6242041153304397
0.058739683929519115,10586,2146,8440,862,64572,0.31572752685008093,0.6242694378396136
0.05873352750460609,10587,2146,8441,862,64571,0.31570430305259284,0.6242539717437112
0.05872316561839986,10588,2146,8442,862,64570,0.31568108267137396,0.6242385073002648
0.05871657113689711,10589,2146,8443,862,64569,0.3156578657056704,0.6242230445088958
0.05870667432214066,10590,2146,8444,862,64568,0.31563465215472863,0.6242075833692267
0.05870126142581793,10591,2146,8445,862,64567,0.31561144201779545,0.6241921238808793
0.05869121877353105,10592,2146,8446,862,64566,0.31558823529411767,0.6241766660434761
0.05868963094290956,10593,2146,8447,862,64565,0.31556503198294245,0.6241612098566393
0.058684782361742155,10594,2146,8448,862,64564,0.3155418320835171,0.6241457553199914
0.05866368111254692,10595,2146,8449,862,64563,0.3155186355950893,0.624130302433155
0.05865536167722135,10596,2146,8450,862,64562,0.3154954425169068,0.6241148511957529
0.058654296451664964,10597,2146,8451,862,64561,0.31547225284821756,0.6240994016074077
0.05864829824006766,10598,2146,8452,862,64560,0.3154490665882699,0.6240839536677425
0.05864243712806569,10599,2146,8453,862,64559,0.3154258837363122,0.6240685073763803
0.05863715965771481,10600,2146,8454,862,64558,0.31540270429159317,0.624053062732944
0.05863015980550182,10601,2146,8455,862,64557,0.31537952825336174,0.6240376197370572
0.05862910906183219,10602,2146,8456,862,64556,0.315356355620867,0.624022178388343
